sentence,label_name,label_ID,language,source,annotator
"The UK has one of the highest levels of immigration in the world, but it is also one of the most restrictive.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The United Nations refugee agency (UNHCR) and the International Organization for Migration (IOM) have called on the Trump administration to end its policy of mass deportations.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The US Department of Homeland Security (DHS) and the Department of Defense (DoD) must work together to ensure the safety and security of the American people.,Security and Defense,8,English,data-augmentation,G01374665
Same-sex marriage is a global issue.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"As the UK prepares to become the sixth country in the world to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Policy evaluation and assessment can help identify areas for improvement and ensure that same-sex marriage policies are meeting their intended goals and objectives.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex marriage is legal in more than 20 countries around the world.,External Regulation and Reputation,14,English,data-augmentation,G01374665
Same-sex marriage is a human rights issue.,Fairness and Equality,4,English,data-augmentation,G01374665
"A prescription for same-sex marriage should consider the needs and perspectives of all stakeholders, including members of the LGBTQ+ community, religious institutions, and other interest groups.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex couples should be afforded the same legal rights and protections as heterosexual couples.,Health and Safety,9,English,data-augmentation,G01374665
"This study assesses the impact of same-sex marriage on the lives of lesbian, gay, bisexual, and transgender (LGBT) people in California.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states and the District of Columbia.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than half of the world's countries.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the key issues surrounding the issue.",External Regulation and Reputation,14,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised across the EU.,Quality of Life,10,English,data-augmentation,G01374665
This report assesses the impact of same-sex marriage on the rights and well-being of gay and lesbian Californians.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex marriage is an important human rights issue.,External Regulation and Reputation,14,English,data-augmentation,G01374665
"As the US Supreme Court prepares to rule on whether same-sex marriage should be legal in all 50 states, the American Civil Liberties Union (ACLU) and the National Gay and Lesbian Task Force (NGLTF) are calling on states to take action to protect the rights of same-sex couples.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
"As the US Supreme Court prepares to rule on whether same-sex marriage should be legalised in all 50 states, we look at some of the ways in which same-sex marriage can benefit the LGBTQ+ community.",Cultural Identity,11,English,data-augmentation,G01374665
The economic impact of same-sex marriage should be considered when framing policy.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
The European Court of Human Rights (ECHR) has ruled that same-sex marriage should be legalised across the EU.,"Legality, Constitutionality, Jurisdiction",5,English,data-augmentation,G01374665
Same-sex couples should be afforded the same rights and protections under the law as heterosexual couples.,Security and Defense,8,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, we look at some of the health and safety benefits of same-sex marriage.",Health and Safety,9,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at public opinion on the issue.",Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is now legal in more than half of the world's countries.,Political,13,English,data-augmentation,G01374665
A new study suggests that same-sex marriage can have a positive impact on mental health.,Health and Safety,9,English,data-augmentation,G01374665
"Public education and outreach can play an important role in promoting greater awareness and understanding of the importance of same-sex marriage policies, and the benefits they offer to individuals and society.",Public Opinion,12,English,data-augmentation,G01374665
Same-sex marriage is now legal in all but four US states and the District of Columbia.,Morality,3,English,data-augmentation,G01374665
The American Civil Liberties Union (ACLU) and the National Gay and Lesbian Task Force (NGLTF) are calling on the US government to protect same-sex marriages under federal law.,Security and Defense,8,English,data-augmentation,G01374665
"Public opinion on same-sex marriage can be shaped by a range of factors, including media coverage, public discourse, and personal experiences.",Public Opinion,12,English,data-augmentation,G01374665
"In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at some of the key issues surrounding same-sex marriage.",Political,13,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the mental health benefits of same-sex marriage.",Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex marriage is legal in all 50 states and the District of Columbia.,Policy Prescription and Evaluation,6,English,data-augmentation,G01374665
Same-sex marriage is legal in all 50 states and the District of Columbia.,Fairness and Equality,4,English,data-augmentation,G01374665
Same-sex marriage is legal in all 50 states and the District of Columbia.,Morality,3,English,data-augmentation,G01374665
This report looks at the health impacts of same-sex marriage in the United States.,Health and Safety,9,English,data-augmentation,G01374665
Same-sex marriage is now legal in all 50 states and the District of Columbia.,Political,13,English,data-augmentation,G01374665
"Public attitudes towards same-sex marriage can be influenced by broader societal trends, such as changing gender roles, shifts in family structures, and increasing diversity.",Public Opinion,12,English,data-augmentation,G01374665
"As the UK prepares to vote on whether to legalise same-sex marriage, BBC News takes a look at some of the barriers faced by gay and lesbian couples.",Quality of Life,10,English,data-augmentation,G01374665
